train dataset:
14 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/3-陈威日志测试-chain_change/user/设为管理员/95.txt
14 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/3-陈威日志测试-chain_change/user/设为管理员/96.txt
14 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/3-陈威日志测试-chain_change/user/设为管理员/97.txt
14 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/3-陈威日志测试-chain_change/user/设为管理员/98.txt
14 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/3-陈威日志测试-chain_change/user/设为管理员/99.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/1.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/11.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/2.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/20.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/24.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/26.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/31.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/32.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/41.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/49.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/5.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/51.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/52.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/55.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/56.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/62.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/68.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/7.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/74.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/75.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/83.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/84.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/85.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/86.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/87.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/88.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/89.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/9.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/90.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/91.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/92.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/95.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/96.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/97.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/98.txt
18 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/4-陈威日志测试-condition_change/设为管理员/forum-java LogParse 1650695461751/99.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/15.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/16.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/17.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/18.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/43.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/54.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/59.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/62.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/74.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/81.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/84.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/86.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/89.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核不通过/97.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/2.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/26.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/36.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/48.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/49.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/56.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/88.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/9.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/文章审核通过/98.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/18.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/28.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/32.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/47.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/68.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核不通过/90.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/12.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/14.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/20.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/23.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/30.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/42.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/43.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/5.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/52.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/59.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/6.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/69.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/74.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/81.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/84.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/87.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/88.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/92.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/93.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/95.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/96.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/97.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/98.txt
0 : /root/autodl-tmp/project/data/forum/负样本/手动注错/陈威负样本/1-陈威日志测试 -call_change/abstra/问答审核通过/99.txt
